70436, 22, 0.080555, 13.6742, 12
98412, 23, 0.087741, 13.9253, 15
11718, 17, 0.009277, 13.5738, 13
134664, 25, 0.111464, 14.0742, 17
5209, 16, 0.004091, 12.3418, 10
59830, 22, 0.048401, 13.4987, 12
71614, 22, 0.055644, 13.8559, 14
42704, 21, 0.03538, 13.8023, 11
10486, 17, 0.00767, 12.0573, 7
55230, 21, 0.041316, 14.1417, 13
86288, 23, 0.077915, 14.252, 15
87902, 23, 0.075757, 13.9841, 11
24271, 19, 0.019734, 13.5855, 13
67445, 22, 0.057294, 13.9966, 14
21294, 19, 0.01613, 13.1788, 13
67976, 22, 0.051289, 13.5072, 10
30932, 20, 0.024181, 13.1048, 10
51926, 21, 0.042474, 14.879, 19
74010, 22, 0.057832, 14.4985, 18
57200, 22, 0.045933, 14.3414, 16
6175, 16, 0.004462, 13.7972, 14
4890, 16, 0.003248, 12.5957, 10
128087, 25, 0.110664, 14.0518, 15
59140, 22, 0.05353, 13.9423, 14
86044, 23, 0.080166, 13.9811, 13
124428, 25, 0.116595, 14.1307, 15
55828, 21, 0.050035, 13.8807, 15
1904, 13, 0.001525, 11.3682, 7
89286, 23, 0.086203, 13.9078, 13
96167, 24, 0.09057, 14.5377, 16
108997, 24, 0.105662, 14.1494, 14
6800, 16, 0.00574, 12.6209, 12
12237, 18, 0.009549, 14.5155, 16
91221, 23, 0.087775, 14.082, 13
146642, 26, 0.131825, 14.0785, 14
166169, 27, 0.134981, 14.0407, 17
61999, 22, 0.0519, 14.0609, 14
149038, 26, 0.124687, 14.0613, 14
66394, 22, 0.053966, 13.4367, 12
134964, 25, 0.109759, 13.9668, 13
3528, 14, 0.002878, 12.2596, 8
141058, 25, 0.119438, 14.1139, 19
51334, 21, 0.046491, 13.7073, 11
147235, 26, 0.122135, 13.9351, 16
96629, 24, 0.086361, 13.7994, 14
117820, 24, 0.109954, 14.3156, 20
12721, 18, 0.010465, 13.5709, 14
82402, 23, 0.070955, 13.9488, 15
55950, 21, 0.050297, 13.651, 11
170358, 28, 0.145476, 14.0243, 16
41346, 20, 0.037843, 13.7316, 12
163708, 27, 0.143743, 14.0186, 15
25948, 19, 0.022584, 13.3992, 11
146431, 26, 0.124865, 14.1227, 16
16644, 18, 0.012418, 13.3895, 12
113398, 24, 0.101773, 14.1584, 16
12763, 18, 0.010224, 12.6048, 8
102477, 24, 0.093799, 13.9691, 12
91593, 23, 0.078228, 14.5131, 17
116022, 24, 0.098667, 14.0517, 16
170975, 27, 0.141592, 14.0326, 19
132375, 25, 0.114902, 13.8556, 13
43631, 21, 0.036618, 14.2248, 15
61343, 22, 0.045383, 14.5448, 18
173107, 28, 0.140148, 14.0126, 14
37323, 20, 0.036783, 14.2291, 16
166627, 27, 0.130306, 14.0223, 17
165544, 27, 0.136885, 14.0298, 15
136365, 25, 0.11803, 14.1789, 19
101428, 24, 0.091552, 13.8026, 10
99337, 24, 0.087269, 14.2486, 16
69657, 22, 0.05789, 14.1784, 16
169153, 27, 0.136013, 14.0104, 15
146614, 26, 0.125151, 14.0736, 18
136769, 25, 0.117361, 13.9316, 11
144168, 26, 0.122982, 14.1678, 20
32178, 20, 0.027501, 13.9169, 14
149505, 26, 0.119846, 13.9709, 16
6810, 16, 0.005379, 12.5658, 10
165286, 27, 0.13443, 14.0236, 17
20088, 19, 0.016461, 12.6848, 11
134133, 25, 0.113767, 14.316, 21
3471, 15, 0.002658, 12.6762, 11
9452, 17, 0.007573, 13.3746, 13
4001, 15, 0.003099, 11.4479, 7
134421, 25, 0.11295, 14.1124, 17
10951, 17, 0.00866, 13.2474, 11
165164, 27, 0.13283, 14.0327, 17
32194, 20, 0.027189, 12.9816, 8
37083, 20, 0.029953, 13.9612, 12
163614, 27, 0.12806, 14.0897, 21
145000, 26, 0.123604, 14.1409, 18
68791, 22, 0.058021, 13.5494, 12
69185, 22, 0.056049, 13.9344, 14
66051, 22, 0.053352, 13.9595, 12
25603, 19, 0.01813, 14.0917, 17
30499, 20, 0.020689, 13.1225, 8
45472, 21, 0.033611, 12.8461, 9
106698, 24, 0.081592, 14.0056, 14
130566, 25, 0.113134, 14.0513, 13
